passage_id,question,passage,is_negative
2001_43.txt:Art.27,Czego nie można używać do cumowania statku?," Art. 27.
Statek może być używany w żegludze śródlądowej, jeżeli odpowiada wymaganiom
bezpieczeństwa w zakresie:
   1) budowy, jego stałych urządzeń i wyposażenia,
   2) właściwości manewrowych,
   3) ochrony czystości wód, powietrza lub emisji hałasu,
   4) warunków sanitarnych oraz bezpieczeństwa i higieny pracy,
   5) składu i kwalifikacji załogi.
                                        
                                   ",1
2001_43.txt:Art.35,Czego nie można używać do cumowania statku?," Art. 35.
1. Statek musi mieć załogę w składzie i o kwalifikacjach zapewniających
  bezpieczeństwo żeglugi.
2. Potwierdzeniem posiadania kwalifikacji jest:
   1) patent żeglarski uprawniający do kierowania statkiem,
   2) patent mechanika statkowego uprawniający do obsługi maszyn napędowych,
   3) świadectwo uprawniające do zajmowania innych stanowisk na statku.
3. Patent żeglarski może zawierać ograniczenia co do rodzaju statków i dróg
  wodnych, a patent mechanika statkowego - co do rodzaju statku.
4. Patent lub świadectwo wydaje dyrektor urzędu żeglugi śródlądowej.
5. Uznaje się dokumenty kwalifikacyjne kierowników obcych statków wydane
  zgodnie z:
   1) przepisami obowiązującymi we Wspólnotach Europejskich w sprawie
     uzyskiwania krajowych patentów kapitanów statków do przewozu towarów i
     pasażerów śródlądowymi drogami wodnymi,
   2) Konwencją o żegludze na Renie.
6. Minister właściwy do spraw transportu, mając na względzie przepis ust. 5,
  określi, w drodze rozporządzenia, wykaz państw, w których wydane dokumenty
  kwalifikacyjne kierowników statków będą uznawane przez organy administracji
  żeglugi śródlądowej.
7. Przepisów ust. 1 "" 6 dotyczących kwalifikacji załóg nie stosuje się do
  załogi statku używanego wyłącznie do uprawiania sportu lub rekreacji.
                                   ",1
2001_43.txt:Art.58,Czego nie można używać do cumowania statku?," Art. 58.
Kto:
   1) wykonuje przewóz ładunków niezgodnie z dokumentami przewozowymi,
   2) wykonuje przewóz obcym statkiem niezgodnie z postanowieniami umów
     międzynarodowych albo pozwoleń na przewozy,
   3) uprawia żeglugę statkiem obcym bez wymaganego pozwolenia,
   4) nie dopełnia obowiązku złożenia formularza ewidencyjnego,
   5) wykonuje zarobkowy przewóz towarów statkami o ładowności większej niż 200
     t bez spełnienia wymogu zdolności zawodowej,
   6) niszczy, uszkadza, przemieszcza lub wykorzystuje znaki żeglugowe do
     cumowania lub przeciągania statków,
        podlega karze grzywny.
   
                                   ",1
1997_153.txt:Art.38,Czy farmaceuta może odmówić wydania leku?," Art. 38.
 1. Wprowadza się limity cen dla leków zawartych w wykazach, o których 
   mowa w art. 37 ust. 5 pkt 1, posiadających tą samą nazwę międzynarodową
   albo różne nazwy międzynarodowe, ale o podobnym działaniu terapeutycznym.
 2. Limity cen, o których mowa w ust. 1, ustalane są w wysokości nie niższej 
   niż cena najtańszego dostępnego na rynku leku z grupy leków objętych tą 
   samą nazwą międzynarodową albo leków posiadających różne nazwy międzynarodowe
   ale o podobnym działaniu terapeutycznym.
 3. Apteka może wydać lek umieszczony w wykazach leków podstawowych i 
   uzupełniających, którego cena przekracza limit ceny, pobierając dodatkową
   dopłatę w wysokości różnicy między ceną wydawanego leku a wysokością
   limitu ceny.
 4. Jeżeli w wykazach, o których mowa w art. 37 ust. 5 pkt 1, zamieszczono 
   nazwę międzynarodową leku, apteka może wydać, na zasadach określonych
   w art. 37 ust. 1, również inny lek dopuszczony do obrotu, nie zamieszczony
   w tych wykazach, a objęty tą samą nazwą międzynarodową, pod 
   warunkiem, że jego cena nie jest wyższa od limitu ceny, a jeżeli limit nie 
   został ustalony - od ceny leku zamieszczonego w wykazach.
 5. Apteka ma obowiązek poinformować pacjenta o możliwości nabycia leku 
   o tej samej nazwie międzynarodowej, którego cena nie przekracza limitu 
   ceny. Nie dotyczy to sytuacji, kiedy wystawiający receptę dokonał odpowiedniej
   adnotacji na druku recepty, wskazującej na niemożność dokonywania
   zamiany przepisanego leku.
 6. Minister Zdrowia i Opieki Społecznej na wniosek i po porozumieniu z 
   Radą Krajowego Związku Kas oraz po zasięgnięciu opinii Naczelnej Rady 
   Lekarskiej i Naczelnej Rady Aptekarskiej ustala limity cen leków posiadających
   tą samą nazwę międzynarodową oraz leków o różnych nazwach 
   międzynarodowych, ale o podobnym działaniu terapeutycznym, a wymienionych
   w wykazach leków podstawowych i uzupełniających, o których 
   mowa w art. 37 ust. 5 pkt 1.
 7. Minister Zdrowia i Opieki Społecznej, po zasięgnięciu opinii Naczelnej 
   Rady Lekarskiej, Naczelnej Rady Aptekarskiej oraz Rady Krajowego 
   Związku Kas określa, w drodze zarządzenia, kryteria kwalifikacji leków o 
   różnych nazwach międzynarodowych ale o podobnym działaniu terapeutycznym
   do grupy objętej wspólnym limitem ceny.
 8. Rada Krajowego Związku Kas może ustalić limit ceny artykułu sanitarnego
   wydawanego na zasadach określonych w art. 41.
 
                               ",1
1997_739.txt:Art.36,Czy farmaceuta może odmówić wydania leku?," Art. 36.
 1. Jeżeli zachodzi konieczność sprawdzenia okoliczności wskazanych we 
   wniosku cudzoziemca, który przybył na terytorium Rzeczypospolitej Polskiej
   z bezpiecznego kraju pochodzenia lub bezpiecznego kraju trzeciego, 
   albo potrzeba wyjaśnienia, czy cudzoziemiec składający wniosek o nadanie 
   statusu uchodźcy nie podał fałszywych danych, informacji lub okoliczności, 
   można odroczyć wydanie postanowienia o wszczęciu postępowania o nadanie
   statusu uchodźcy lub decyzji o odmowie wszczęcia postępowania na 
   okres nie przekraczający 7 dni i nakazać cudzoziemcowi przebywanie w 
   tym czasie w określonym miejscu.
 2. Jeżeli po sprawdzeniu okaże się, że złożony wniosek jest oczywiście bezzasadny,
   należy odmówić wszczęcia postępowania. W innych wypadkach należy
   postępowanie wszcząć.
 3. Jeżeli po sprawdzeniu okaże się, że cudzoziemiec podał we wniosku fałszywe
   dane, informacje lub okoliczności, o których mowa w art. 34 ust. 2, 
   można odmówić wszczęcia postępowania i odmówić mu wjazdu na terytorium
   Rzeczypospolitej Polskiej. Jeżeli przebywał on legalnie na tym terytorium,
   można wydać decyzję o jego wydaleniu.
                                    
                               ",1
2001_1381.txt:Art.124,Czy farmaceuta może odmówić wydania leku?," Art. 124.
Kto wprowadza do obrotu lub przechowuje w celu wprowadzenia do obrotu produkt
leczniczy nie posiadając pozwolenia na dopuszczenie do obrotu
podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do
lat 2.
   
                                   ",1
2001_1381.txt:Art.53,Czy farmaceuta może odmówić wydania leku?," Art. 53.
1. Reklama kierowana do osób uprawnionych do wystawiania recept będąca
  przypomnieniem pełnej reklamy, może być ograniczona wyłącznie do nazwy
  własnej i nazwy powszechnie stosowanej produktu leczniczego.
2. Jeśli w treści reklamy kierowanej do osób, o których mowa w ust. 1, znajduje
  się informacja o objęciu produktu leczniczego refundacją, to musi w niej być
  zamieszczona maksymalna kwota dopłaty ponoszonej przez pacjenta.
                                        
                                   ",1
2001_1381.txt:Art.99,Czy farmaceuta może odmówić wydania leku?," Art. 99.
1. Apteka ogólnodostępna może być prowadzona tylko na podstawie uzyskanego
  zezwolenia na prowadzenie apteki.
2. Udzielenie, odmowa udzielenia, zmiana, cofnięcie lub stwierdzenie
  wygaśnięcia zezwolenia na prowadzenie apteki należy do wojewódzkiego
  inspektora farmaceutycznego.
3. Zezwolenia, o których mowa w ust. 1, nie wydaje się, jeżeli podmiot
  ubiegający się o zezwolenie prowadzi lub wystąpił z wnioskiem o wydanie
  zezwolenia na prowadzenie obrotu hurtowego produktami leczniczymi.
4. Prawo do uzyskania zezwolenia na prowadzenie apteki posiada wyłącznie
  farmaceuta, który jest przedsiębiorcą w rozumieniu ustawy z dnia 19 listopada
  1999 r. - Prawo działalności gospodarczej oraz
   1) posiada obywatelstwo polskie lub jednego z państw członkowskich Unii
     Europejskiej,
   2) zatrudnia osobę odpowiedzialną za prowadzenie apteki, o której mowa w
     art. 88 ust. 2, dającą rękojmię należytego prowadzenia apteki, co
     potwierdzone jest przez właściwą okręgową izbę aptekarską,
   3) przedstawi oświadczenie o niewykonywaniu zawodu lekarza - dotyczy lekarza
     i lekarza stomatologa.
5. Farmaceuta może uzyskać wyłącznie jedno zezwolenie na prowadzenie apteki
  ogólnodostępnej.
6. Przepis ust. 4 pkt 2 nie dotyczy farmaceuty, który jest aptekarzem
  posiadającym uprawnienia, o których mowa w art. 88 ust. 2, potwierdzone przez
  właściwą okręgową izbę aptekarską.
                                   ",1
1996_199.txt:Art.6,Czy legalne jest przyjęcie pieniędzy za złożenie podpisu pod kandydaturą na senatora?," Art. 6.
 1. Sejm może postanowić o poddaniu określonej sprawy pod referendum z 
   inicjatywy grupy obywateli, którzy dla swojego wniosku uzyskają poparcie 
   co najmniej 500 000 osób posiadających prawo wybierania do Sejmu. Referendum
   z inicjatywy grupy obywateli nie może dotyczyć wydatków i dochodów
   oraz obronności państwa, a także amnestii.
 2. Zgłoszenia wniosku, o którym mowa w ust. 1, dokonuje na piśmie pełnomocnik,
   którym jest osoba wskazana w pisemnym oświadczeniu pierwszych 
   15 osób, które udzieliły poparcia wnioskowi.
 3. Do zgłoszenia wniosku załącza się wykaz obywateli popierających zgłoszenie,
   zawierający czytelne wskazanie imion, nazwisk, wieku, adresów zamieszkania,
   serii i numerów dowodów osobistych lub paszportów osób, które 
   udzielają poparcia, składając na wykazie własnoręczny podpis. Wzór wykazu
   ustala Państwowa Komisja Wyborcza.
 4. W przypadku uzasadnionych wątpliwości co do prawidłowości złożenia 
   wymaganej liczby podpisów w sposób, o którym mowa w ust. 3, Prezydium 
   Sejmu zwraca się do Państwowej Komisji Wyborczej o stwierdzenie, czy 
   jest złożona wymagana liczba podpisów.
 5. Jeżeli po przeprowadzeniu postępowania, o którym mowa w ust. 4, prawidłowo
   złożona liczba podpisów popierających wniosek jest mniejsza niż 
   ustawowo wymagana, Prezydium Sejmu odmawia przyjęcia wniosku. 
   Uchwałę w tej sprawie wraz z uzasadnieniem doręcza się niezwłocznie pełnomocnikowi.
 6. Uchwała, o której mowa w ust. 5, może być przez pełnomocnika zaskarżona
   do Sądu Najwyższego w terminie 14 dni od daty doręczenia. Sąd 
   Najwyższy rozpoznaje skargę w terminie 30 dni w postępowaniu nieprocesowym,
   w składzie 3 sędziów. Od postanowienia Sądu Najwyższego nie 
   przysługuje środek prawny.
 
                               ",1
2001_499.txt:Art.196,Czy legalne jest przyjęcie pieniędzy za złożenie podpisu pod kandydaturą na senatora?," Art. 196.
1. Zgłoszenie kandydata na senatora powinno być poparte podpisami co
  najmniej 3000 wyborców.
2. Wyborca może udzielić poparcia więcej niż jednemu kandydatowi na
  senatora. Wycofanie udzielonego poparcia nie rodzi skutków prawnych.
3. Wyborca udzielający poparcia zgłoszeniu kandydata na senatora składa
  podpis obok czytelnie wpisanego swojego nazwiska i imienia, adresu
  zamieszkania i numeru ewidencyjnego PESEL.
4. Wykaz podpisów musi zawierać na każdej stronie nazwę komitetu wyborczego
  zgłaszającego kandydata, numer okręgu wyborczego, w którym kandydat jest
  zgłaszany, oraz adnotację:
 ""Udzielam poparcia kandydatowi na senatora
  ............................................ (nazwisko, imię - imiona)
  zgłaszanemu przez ........................................................
  (nazwa komitetu wyborczego) w okręgu wyborczym ............................
  (numer okręgu) w wyborach do Senatu Rzeczypospolitej Polskiej zarządzonych
  na .......................... (dzień, miesiąc, rok)."".
5. Poparcia dla zgłoszenia kandydata na senatora może udzielić wyłącznie
  wyborca stale zamieszkały w danym okręgu wyborczym.
                                 ",1
2001_499.txt:Art.198,Czy legalne jest przyjęcie pieniędzy za złożenie podpisu pod kandydaturą na senatora?," Art. 198.
1. Zgłoszenia każdego kandydata na senatora dokonuje się odrębnie. Jeżeli
  komitet wyborczy dokonuje zgłoszenia więcej niż jednego kandydata na
  senatora, to zgłoszenie każdego z kandydatów musi być poparte odrębnie
  podpisami wyborców w sposób, o którym mowa w art. 196 ust. 3 i 4.
2. Do zgłoszenia kandydatów na senatorów przepisu art. 142 ust. 2 nie
  stosuje się.
                                      
                                 Rozdział 28
                             Karty do głosowania
                                      
                                 ",1
2003_1939.txt:Art.5,Czy legalne jest przyjęcie pieniędzy za złożenie podpisu pod kandydaturą na senatora?," Art. 5.
 § 1. Osoby zamierzające założyć spółdzielnię (założyciele) uchwalają statut,
     potwierdzając jego przyjęcie przez złożenie pod nim swoich podpisów, oraz
     dokonują wyboru wybieralnych organów spółdzielni. Założyciele składają
     oświadczenie woli na piśmie, zawierające zobowiązanie do wpłacenia
     wpisowego określonego w statucie, oraz określające liczbę i wysokość
     zadeklarowanych udziałów, a także podają inne dane przewidziane w
     statucie.
 § 2. Liczba założycieli spółdzielni nie może być mniejsza od 5, jeżeli
     założycielami są osoby fizyczne, i 3 jeżeli założycielami są osoby prawne.
 § 3. Jeżeli założycielami spółdzielni są zarówno osoby fizyczne, jak i prawne,
     liczba założycieli nie może być mniejsza od 5.
 
                                    ",1
2000_1099.txt:Art.4,Czy transakcja wykonana na giełdzie jest grą losową?," Art. 4.
Spółka prowadząca giełdę towarową zapewnia:
   1) koncentrację podaży i popytu na towary giełdowe,
   2) bezpieczny i sprawny przebieg transakcji giełdowych i rozliczeń,
   3) upowszechnianie jednolitych informacji umożliwiających ocenę aktualnej
     wartości towarów giełdowych.
                                       
                                       
                                   ",1
2000_1099.txt:Art.7,Czy transakcja wykonana na giełdzie jest grą losową?," Art. 7.
1. Prowadzenie giełdy wymaga zezwolenia Komisji, wydanego na wniosek spółki.
2. Wniosek o udzielenie zezwolenia powinien zawierać:
   1) firmę, siedzibę i adres spółki,
   2) dane osobowe członków zarządu, rady nadzorczej, komisji rewizyjnej, o ile
     jest przewidziana, jak również innych osób, które odpowiadają za
     rozpoczęcie działalności giełdy lub będą nią kierować, ich kwalifikacje
     zawodowe oraz dotychczasowy przebieg pracy zawodowej,
   3) przewidywaną wysokość środków własnych, pożyczek i kredytów
     przeznaczonych na uruchomienie giełdy oraz określenie sposobu finansowania
     działalności,
   4) dane o wysokości i strukturze kapitałów spółki oraz źródeł ich
     pochodzenia,
   5) listę akcjonariuszy, obejmującą dane, o których mowa w pkt 1 i 2, wraz z
     procentowym określeniem posiadanych przez nich głosów na walnym
     zgromadzeniu,
   6) informację o podmiotach dominujących i zależnych wobec akcjonariuszy,
     obejmującą dane, o których mowa w pkt 1 i 2,
   7) dane o przewidywanej lokalizacji giełdy oraz środkach technicznych
     umożliwiających funkcjonowanie giełdy, a w szczególności o posiadanych
     urządzeniach telekomunikacyjnych i warunkach lokalowych,
   8) informację o rodzajach towarów giełdowych, mających być przedmiotem
     obrotu na giełdzie,
   9) zobowiązania co najmniej 6 towarowych domów maklerskich lub domów
     maklerskich do prowadzenia działalności na danej giełdzie.
3. Do wniosku należy dołączyć statut spółki, regulamin giełdy oraz analizę
  ekonomiczno-finansową możliwości prowadzenia giełdy w okresie co najmniej 3
  lat, a w przypadku utworzenia giełdowej izby rozrachunkowej, o której mowa w
  art. 14 ust. 2, także dokumenty wymienione w art. 17 ust. 2.
4. Wydając zezwolenie, Komisja zatwierdza statut spółki i regulamin giełdy
  oraz regulamin giełdowej izby rozrachunkowej.
                                       
                                       
                                   ",1
