1997_555.txt-Art. 237.;Kto posiada prawo odtwarzania zapisów telefonicznych?;§ 1. Po wszczęciu postępowania sąd na wniosek prokuratora może zarządzić kontrolę i utrwalanie treści rozmów telefonicznych w celu wykrycia i uzyskania dowodów dla toczącego się postępowania lub zapobieżenia popełnieniu nowego przestępstwa. § 2. W wypadkach nie cierpiących zwłoki kontrolę i utrwalanie rozmów telefonicznych może zarządzić prokurator, który jednak obowiązany jest uzyskać w ciągu 5 dni zatwierdzenie postanowienia przez sąd. § 3. Kontrola i utrwalanie treści rozmów telefonicznych są dopuszczalne tylko wtedy, gdy toczące się postępowanie lub uzasadniona obawa popełnienia nowego przestępstwa dotyczy: 1) zabójstwa, 2) narażenia na niebezpieczeństwo powszechne lub sprowadzenia katastrofy, 3) handlu ludźmi, 4) uprowadzenia osoby, 5) wymuszania okupu, 6) uprowadzenia statku powietrznego lub wodnego, 7) rozboju lub kradzieży rozbójniczej, 8) zamachu na niepodległość lub integralność państwa, 9) zamachu na konstytucyjny ustrój państwa lub jego naczelne organy, albo na jednostkę Sił Zbrojnych Rzeczypospolitej Polskiej, 10) szpiegostwa lub ujawnienia tajemnicy państwowej, 11) gromadzenia broni, materiałów wybuchowych lub radioaktywnych, 12) fałszowania pieniędzy, 13) handlu narkotykami, 14) zorganizowanej grupy przestępczej, 15) mienia znacznej wartości, 16) użycia przemocy lub groźby bezprawnej w związku z postępowaniem karnym. § 4. Kontrola i utrwalanie treści rozmów telefonicznych są dopuszczalne w stosunku do osoby podejrzanej, oskarżonego oraz w stosunku do pokrzywdzonego lub innej osoby, z którą może się kontaktować oskarżony albo która może mieć związek ze sprawcą lub z grożącym przestępstwem. § 5. Urzędy, instytucje oraz podmioty prowadzące działalność w dziedzinie poczty i telekomunikacji obowiązane są umożliwić wykonanie postanowienia sądu lub prokuratora w zakresie przeprowadzenia kontroli rozmów telefonicznych oraz zapewnić rejestrowanie faktu przeprowadzenia takiej kontroli. § 6. Prawo odtwarzania zapisów ma sąd lub prokurator, a w wypadkach nie cierpiących zwłoki, za zgodą sądu lub prokuratora, także Policja. § 7. Prawo zapoznawania się z rejestrem przeprowadzonych kontroli rozmów telefonicznych ma sąd, a w postępowaniu przygotowawczym - prokurator. 
1995_420.txt-Art. 31.;Jaki bank może pełnić rolę reprezentanta?;1. Funkcję banku - reprezentanta może pełnić wyłącznie bank, posiadający kapitał własny w wysokości nie niższej niż równowartość 10.000.000 ECU w walucie polskiej, utworzony w formie spółki akcyjnej lub bank państwowy. 2. Bankiem - reprezentantem w ramach danej emisji obligacji nie może być bank: 1) którego członkowie organów nadzoru lub zarządu są dłużnikami emitenta, 2) będący w stosunku do emitenta wprowadzającym papiery wartościowe do publicznego obrotu, w rozumieniu art. 2 pkt 2a ustawy, o której mowa w art. 9 ust. 2 lub oferującym w publicznym obrocie papiery wartościowe tego emitenta, 3) którego więcej niż 20% członków organów nadzoru lub zarządu pełni jednocześnie funkcje członka organu stanowiącego, nadzoru lub zarządu emitenta, 4) posiadający więcej niż 10% akcji lub udziałów emitenta lub podmiotu dominującego lub zależnego w stosunku do emitenta, 5) którego więcej niż 10% akcji lub udziałów jest łącznie w posiadaniu emitenta, członków jego organów stanowiących, nadzoru lub zarządu oraz któregokolwiek z właścicieli emitenta, albo gdy więcej niż 10% akcji lub udziałów podmiotu dominującego lub zależnego w stosunku do banku znajduje się w posiadaniu tych podmiotów lub osób. 3. Ograniczenia, o których mowa w ust. 2 pkt 5 nie mają zastosowania do posiadanych przez Skarb Państwa akcji lub udziałów: 1) emitenta, 2) banku - reprezentanta, 3) podmiotu dominującego lub zależnego w stosunku do podmiotów, określonych w pkt 1 i 2. 4. W przypadku wystąpienia okoliczności, o których mowa w ust. 2, bank - reprezentant zobowiązany jest w terminie 30 dni od ich wystąpienia do usunięcia powstałych przeszkód. Jeżeli usunięcie tych przeszkód nie jest możliwe, emitent powinien rozwiązać umowę o reprezentację w terminie nie dłuższym niż kolejne 60 dni, nie wcześniej jednak niż przed zawarciem umowy o reprezentację z nowym bankiem. 5. W terminie 60 dni od zawieszenia działalności banku - reprezentanta lub otwarcia jego likwidacji, emitent zobowiązany jest do zawarcia umowy o reprezentację z nowym bankiem. Do chwili zawarcia nowej umowy, obowiązki reprezentanta obligatariuszy pełni bank dotychczasowy. 
1998_576.txt-Art. 84.;Jakie role pełni wojewoda?;1. W razie naruszenia przez sejmik województwa Konstytucji lub rażącego albo wielokrotnego naruszania ustaw Sejm, na wniosek Prezesa Rady Ministrów, może, w drodze uchwały, rozwiązać sejmik województwa. Rozwiązanie sejmiku województwa jest równoznaczne z rozwiązaniem wszystkich organów samorządu województwa. Do czasu wyboru nowych organów samorządu województwa funkcje tych organów pełni właściwy terytorialnie wojewoda. 2. Jeżeli naruszenia Konstytucji lub rażącego albo wielokrotnego naruszania ustaw dopuszcza się zarząd województwa, wojewoda wzywa sejmik województwa do zastosowania niezbędnych środków, a jeżeli wezwanie to nie odnosi skutku występuje z wnioskiem do Prezesa Rady Ministrów o rozwiązanie zarządu województwa. Do czasu wyboru nowego zarządu województwa funkcje zarządu województwa i marszałka województwa pełni osoba wyznaczona przez Prezesa Rady Ministrów na wniosek wojewody. 
1995_436.txt-Art. 83.;Jakie role pełni wojewoda?;1. W razie rażącego naruszenia przez radę powiatu Konstytucji lub ustaw Sejm, na wniosek Prezesa Rady Ministrów, może w drodze uchwały rozwiązać radę powiatu. Rozwiązanie rady równoznaczne jest z rozwiązaniem wszystkich organów powiatu. Prezes Rady Ministrów wyznacza osobę, która do czasu wyboru nowych organów powiatu pełni funkcję tych organów. 2. Jeżeli naruszenia Konstytucji lub powtarzających się naruszeń ustaw dopuści się zarząd powiatu, wojewoda wzywa radę powiatu do zastosowania niezbędnych środków, a jeżeli wezwania nie odnoszą skutku, rozwiązuje zarząd. Do czasu wyborów funkcję zarządu i starosty pełni osoba wyznaczona przez wojewodę. 
1994_591.txt-Art. 23.;Jakie dane musi posiadać księga rachunkowa prowadzona elektronicznie?;1. Zapisów w księgach rachunkowych dokonuje się w sposób trwały, ręcznie lub maszynowo, bez pozostawiania miejsc pozwalających na późniejsze dopiski lub zmiany. Przy prowadzeniu ksiąg rachunkowych przy użyciu komputera należy stosować właściwe procedury i środki chroniące przed zniszczeniem lub modyfikacją zapisu. 2. Zapis powinien zawierać co najmniej: 1) datę dokonania operacji, 2) określenie rodzaju i numer identyfikacyjny dowodu księgowego stanowiącego podstawę zapisu oraz jego datę, jeżeli różni się ona od daty dokonania operacji, 3) zrozumiały tekst, skrót lub kod opisu operacji, z tym że należy posiadać pisemne objaśnienia treści skrótów lub kodów, 4) kwotę zapisu. 3. Zapisów dotyczących operacji wyrażonych w walutach obcych dokonuje się w sposób umożliwiający ustalenie kwoty operacji w walucie polskiej i obcej. 4. Dokonane w księgach rachunkowych zapisy systematyczne muszą być powiązane z zapisami chronologicznymi w sposób wynikający ze stosowanej formy i techniki prowadzenia ksiąg rachunkowych. 5. Zapis w księgach rachunkowych prowadzonych przy użyciu komputera musi posiadać automatycznie nadany numer pozycji, pod którą został wprowadzony do dziennika, a także dane pozwalające na ustalenie programu wprowadzenia danych i osoby zlecającej tę czynność. 
1997_714.txt-Art. 46.;Kiedy urząd skarbowy może obniżyć stawki ryczałtu osób duchownych?;"1. Urząd skarbowy właściwy według miejsca wykonywania funkcji o charakterze duszpasterskim, zwany dalej ""właściwym urzędem skarbowym"" wydaje decyzję ustalającą wysokość ryczałtu, odrębnie na każdy rok podatkowy. 2. Właściwy urząd skarbowy, na wniosek osoby duchownej, odpowiednio obniża stawki ryczałtu określone w załącznikach nr 5 i 6, jeżeli liczba wyznawców na danym terenie stanowi mniejszość w ogólnej liczbie mieszkańców. Osoba duchowna jest obowiązana dołączyć do wniosku oświadczenie o liczbie wyznawców. Przepis ust. 1 stosuje się odpowiednio. "
2002_1142.txt-Art. 7.;Co musi znajdować się w reklamie produktu korzystającego z energii?;1. W przypadku gdy dostawca lub dystrybutor reklamuje produkt wykorzystujący energię, w szczególności w postaci reklamy prasowej, elektronicznej, w programach radiowych lub telewizyjnych, lub w innych środkach komunikacji elektronicznej w rozumieniu ustawy z dnia 18 lipca 2002 r. o świadczeniu usług drogą elektroniczną (Dz. U. Nr 144, poz. 1204, z późn. zm.[4])), i zamieszcza w tej reklamie informacje o cenie tego produktu lub zużyciu przez niego energii, jest obowiązany zamieścić także informację o klasie efektywności energetycznej tego produktu. 2. Przez reklamowanie, o którym mowa w ust. 1, rozumie się informowanie o produkcie wykorzystującym energię lub zachęcanie do jego nabywania, mające na celu zwiększenie sprzedaży tego produktu. 
2002_1142.txt-Art. 4.;Co musi znajdować się w reklamie produktu korzystającego z energii?;"1. Dostawca jest obowiązany do: 1) dołączenia do produktu wykorzystującego energię, wprowadzanego do obrotu lub oddawanego do użytku, etykiety i karty sporządzonych w języku polskim; 2) dołączenia karty do wszelkich broszur lub innej dokumentacji dostarczanej wraz z produktem wykorzystującym energię; 3) umieszczenia na etykiecie i w karcie danych zgodnych z parametrami technicznymi produktu wykorzystującego energię. 2. Etykieta jest dostarczana dystrybutorowi nieodpłatnie. 3. Dystrybutor jest obowiązany umieścić na produkcie wykorzystującym energię etykietę w widocznym miejscu oraz udostępnić użytkownikowi końcowemu kartę tego produktu. 4. Informacje, jakie należy zamieścić na etykiecie i w karcie o zużyciu energii przez produkt wykorzystujący energię podczas jego sprzedaży na odległość lub z wykorzystaniem innych form sprzedaży lub wynajmu określają akty delegowane. 5. Akty delegowane określają także sposób informowania użytkowników końcowych korzystających z form sprzedaży lub wynajmu, o których mowa w ust. 4, o zużyciu energii przez produkty wykorzystujące energię, przed nabyciem tych produktów. 6. Umieszczenie na produkcie wykorzystującym energię etykiety oraz dołączenie do niego karty oznacza zgodę dostawcy na upublicznienie informacji zamieszczonych na etykiecie i w karcie. "
2002_1142.txt-Art. 8.;Co musi znajdować się w reklamie produktu korzystającego z energii?;Minister właściwy do spraw gospodarki może określić, w drodze rozporządzenia, po wydaniu przez Komisję Europejską wymagań dotyczących dokumentacji technicznej, etykiety oraz karty, dla danego rodzaju produktu wykorzystującego energię, szczegółowe wymagania dotyczące dokumentacji technicznej, treści i wzoru etykiety, a także treści karty dla danego rodzaju produktu wykorzystującego energię, mając na uwadze rzetelne dostarczanie informacji o tym produkcie. Rozdział 3 Kontrola wykonywania obowiązków w zakresie informowania o zużyciu energii oraz innych podstawowych zasobów przez produkty wykorzystujące energię 
1996_113.txt-Art. 25.;Jakie są obowiązki zawodnika sportowego?;1. Podstawowymi obowiązkami zawodnika jest w szczególności: 1) reprezentowanie kraju w międzynarodowych zawodach sportowych, 2) aktywny udział w procesie szkoleniowym i we współzawodnictwie sportowym, 3) poddawanie się obowiązkowym badaniom lekarskim, 4) przestrzeganie regulaminów sportowych i zasad rywalizacji sportowej. 2. Szczegółowe prawa i obowiązki zawodnika, w tym status zawodnika amatora i zawodnika posiadającego status zawodnika profesjonalnego, określa właściwy polski związek sportowy. 3. W przypadku nie wykonywania obowiązków określonych w ust. 1, zawodnik może ponosić odpowiedzialność dyscyplinarną na zasadach określonych w niniejszej ustawie, statutach i regulaminach stowarzyszeń kultury fizycznej i związków sportowych oraz umowach o pracę. 4. Zasady organizacji współzawodnictwa sportowego oraz, z zastrzeżeniem art. 11 ust. 2, skład kadry narodowej w danej dyscyplinie lub dziedzinie sportowej ustala właściwy polski związek sportowy w porozumieniu z Prezesem Urzędu Kultury Fizycznej i Turystyki 5. Szkoła wyższa umożliwia studentowi, który jest zawodnikiem, uprawianie sportu bez konieczności przerywania studiów. Warunki i tryb odbywania studiów przez studenta będącego zawodnikiem, określają regulaminy studiów, ustalane zgodnie z odrębnymi przepisami. 
1996_460.txt-Art. 96.;Jakie są obowiązki organów kontroli i rewizji?;1. Izby i urzędy skarbowe są obowiązane przekazywać Zakładowi informacje o stwierdzonych przypadkach naruszenia przepisów o ubezpieczeniach społecznych. 2. Organy kontroli, rewizji i inspekcji działające w administracji rządowej i samorządzie terytorialnym są zobowiązane do udostępniania Zakładowi, na jego wniosek, wyników kontroli przeprowadzonych przez te organy. 
1995_59.txt-Art. 12.;Jakie są obowiązki organów kontroli i rewizji?;Organy kontroli, rewizji, inspekcji działające w administracji rządowej i samorządzie terytorialnym współpracują z Najwyższą Izbą Kontroli i są obowiązane do: 1) udostępniania Najwyższej Izbie Kontroli, na jej wniosek, wyników kontroli przeprowadzonych przez te organy, 2) przeprowadzania określonych kontroli wspólnie pod kierownictwem Najwyższej Izby Kontroli, 3) przeprowadzania kontroli doraźnych na zlecenie Najwyższej Izby Kontroli. Rozdział 2 Organizacja Najwyższej Izby Kontroli 
2001_25.txt-Art. 16.;Jakie są obowiązki organów kontroli i rewizji?;"1. W toku postępowania kontrolnego inspektor w szczególności może: 1) badać akta, dokumenty, ewidencje i informacje w zakresie objętym kontrolą oraz żądać od kontrolowanego lub jego przedstawiciela sporządzenia niezbędnych kopii oraz urzędowego tłumaczenia na język polski dokumentów sporządzonych w języku obcym, 2) dokonywać oględzin terenów, obiektów, pomieszczeń, środków przewozowych, produktów i innych rzeczy w zakresie objętym kontrolą, 3) badać przebieg określonych czynności, 4) legitymować osoby w celu stwierdzenia ich tożsamości, jeżeli jest to niezbędne dla potrzeb kontroli, 5) żądać od kontrolowanego lub jego przedstawiciela niezwłocznego usunięcia uchybień porządkowych i organizacyjnych, 6) żądać od kontrolowanego oraz jego przedstawiciela udzielenia w wyznaczonym terminie pisemnych i ustnych wyjaśnień w sprawach objętych zakresem kontroli, 7) przesłuchiwać osoby w charakterze strony, świadka lub biegłego, jeżeli jest to niezbędne dla wyczerpującego wyjaśnienia okoliczności sprawy, 8) zasięgać opinii biegłych, jeżeli jest to niezbędne dla potrzeb kontroli, 9) zabezpieczać dowody, produkty, pomieszczenia i środki przewozowe, 10) pobierać nieodpłatnie próbki produktów do badań, 11) sprawdzić rzetelność obsługi poprzez dokonanie zakupu produktu lub usługi, 12) zbierać inne niezbędne materiały w zakresie objętym kontrolą. 2. Kontrolowany jest obowiązany umożliwić inspektorowi dokonanie czynności kontrolnych, o których mowa w ust. 1. 3. Zgodność kopii z oryginałami akt, dokumentów, ewidencji i informacji potwierdza kontrolowany lub jego przedstawiciel. 4. Produkt nabyty w ramach zakupu, o którym mowa w ust. 1 pkt 11, podlega zwrotowi w toku kontroli, jeżeli jest w stanie nienaruszonym; należność za zwrócony produkt podlega zwrotowi. 5. Uzyskane w trakcie kontroli informacje dotyczące stosowanej przez kontrolowanego technologii lub stanowiące tajemnicę handlową są objęte tajemnicą służbową; nie dotyczy to informacji, których ujawnienie jest niezbędne ze względu na konieczność usunięcia zagrożeń związanych z produktem lub usługą. "
1994_591.txt-Art. 12.;Kiedy otwiera się księgi rachunkowe?;1. Księgi rachunkowe otwiera się na dzień rozpoczęcia działalności, na początek każdego następnego roku obrotowego oraz na dzień zmiany formy prawnej, połączenia lub podziału jednostek powodującego powstanie nowej jednostki, a także na dzień rozpoczęcia likwidacji lub postępowania upadłościowego - w ciągu 15 dni od dnia tych zdarzeń. 2. Księgi rachunkowe zamyka się na dzień kończący rok obrotowy, na dzień zakończenia działalności, w tym również sprzedaży i zakończenia likwidacji lub postępowania upadłościowego, oraz na dzień poprzedzający zmianę formy prawnej, postawienia w stan likwidacji lub upadłości - nie później niż w ciągu trzech miesięcy od dnia tych zdarzeń. 3. Księgi rachunkowe w jednostce postawionej w stan likwidacji lub upadłości zamyka się także na ostatni dzień roku obrotowego, jeżeli postępowanie likwidacyjne lub upadłościowe nie zostało jeszcze na ten dzień zakończone. 4. Ostateczne zamknięcie i otwarcie ksiąg rachunkowych jednostki kontynuującej działalność powinno nastąpić najpóźniej w ciągu 15 dni od dnia zatwierdzenia sprawozdania finansowego za rok obrotowy. 
1997_555.txt-Art. 6.;O czym należy pouczyć oskarżonego?;Oskarżonemu przysługuje prawo do obrony, w tym prawo do korzystania z pomocy obrońcy, o czym należy go pouczyć. 
1997_735.txt-Art. 4.;O czym należy pouczyć oskarżonego?;Obwinionemu przysługuje prawo do obrony, w tym do korzystania z pomocy jednego obrońcy, o czym należy go pouczyć. 
1997_555.txt-Art. 175.;O czym należy pouczyć oskarżonego?;"§ 1. Oskarżony ma prawo składać wyjaśnienia; może jednak bez podania powodów odmówić odpowiedzi na poszczególne pytania lub odmówić składania wyjaśnień. O prawie tym należy go pouczyć. § 2. Obecny przy czynnościach dowodowych oskarżony ma prawo składać wyjaśnienia co do każdego dowodu. "
2004_42.txt-Art. 7.;Czy spółki celowe z okazji Euro 2012 mogą być tworzone przez miasto Kraków?;"1. W celu przygotowania i wykonania przedsięwzięć Euro 2012 Skarb Państwa tworzy spółki z ograniczoną odpowiedzialnością, zwane dalej „spółkami celowymi”. 2. Oświadczenie woli o utworzeniu spółki celowej i objęciu udziału albo udziałów w tej spółce składa w imieniu Skarbu Państwa minister właściwy do spraw kultury fizycznej i sportu, w formie aktu notarialnego. 3. Kapitał zakładowy spółki celowej wynosi co najmniej 2 000 000 zł. 4. W przypadku gdy udziały w spółce celowej są pokrywane wkładami pieniężnymi i niepieniężnymi, wkład pieniężny wynosi co najmniej 1 000 000 zł. 5. Udział albo udziały w spółce celowej mogą być zbywane lub obciążane przez Skarb Państwa reprezentowany przez ministra właściwego do spraw kultury fizycznej i sportu, za zgodą Rady Ministrów, po zrealizowaniu wszystkich przedsięwzięć Euro 2012 powierzonych spółce celowej, w umowie, o której mowa w art. 17 ust. 1. 6. Spółki, o których mowa w ust. 1, mogą być tworzone na zasadach wynikających z ustawy również przez miasta gospodarzy Euro 2012: 1) Chorzów; 2) Gdańsk, 3) Kraków; 4) Poznań; 5) m.st. Warszawa; 6) Wrocław. 7. Do spółek, o których mowa w ust. 6, przepisy ustawy stosuje się odpowiednio. "
1997_555.txt-Art. 311.;Kto może prowadzić dochodzenia?;"§ 1. Śledztwo prowadzi prokurator. § 2. Dochodzenie prowadzi Policja, chyba że prowadzi je prokurator. § 3. Prokurator może powierzyć Policji: 1) przeprowadzenie śledztwa lub prowadzonego przez siebie dochodzenia w całości albo w określonym zakresie, 2) dokonanie poszczególnych czynności śledztwa lub dochodzenia. Przepisu tego nie stosuje się w wypadku określonym w art. 309 § 1 pkt 4. § 4. Powierzenie przewidziane w § 3 nie może  obejmować czynności wymagających postanowienia oraz wszelkich czynności związanych z przedstawieniem zarzutów, zmianą postanowienia o przedstawieniu zarzutów lub zamknięciem śledztwa albo dochodzenia; może mieć jednak zastosowanie art. 308 § 2 i 3. § 5. Organ Policji, który prowadzi powierzone mu czynności śledztwa lub dochodzenia, może dokonać innych czynności, których potrzeba wyłoni się w związku z prowadzeniem czynności powierzonych, z wyjątkiem czynności określonych w § 4. "
1997_553.txt-Art. 40.;Kiedy można pozbawić kogoś praw publicznych?;"§ 1. Pozbawienie praw publicznych obejmuje utratę  czynnego i biernego prawa wyborczego do organu władzy publicznej, organu samorządu zawodowego lub gospodarczego, utratę prawa do udziału w sprawowaniu wymiaru sprawiedliwości oraz do pełnienia funkcji w organach i instytucjach państwowych i samorządu terytorialnego lub zawodowego, jak również utratę posiadanego stopnia wojskowego i powrót do stopnia szeregowego; pozbawienie praw publicznych obejmuje ponadto utratę orderów, odznaczeń i tytułów honorowych oraz utratę zdolności do ich uzyskania w okresie trwania pozbawienia praw. § 2. Sąd może orzec pozbawienie praw publicznych w razie skazania na karę pozbawienia wolności na czas nie krótszy od lat 3 za przestępstwo popełnione w wyniku motywacji zasługującej na szczególne potępienie. "
2001_1354.txt-Art. 33.;Czy wynagrodzenie kierowcy może zależeć od przejechanych kilometrów?;Systemy wynagradzania kierowców nie mogą przewidywać składników wynagrodzenia, których wysokość jest uzależniona od liczby przejechanych kilometrów lub ilości przewiezionego ładunku, jeżeli ich stosowanie wpłynęłoby na pogorszenie bezpieczeństwa jazdy. 
2004_879.txt-Art. 26.;Czy wynagrodzenie kierowcy może zależeć od przejechanych kilometrów?;Warunki wynagradzania kierowców nie mogą przewidywać składników wynagrodzenia, których wysokość jest uzależniona od liczby przejechanych kilometrów lub ilości przewiezionego ładunku, jeżeli ich stosowanie wpłynęłoby na pogorszenie bezpieczeństwa jazdy. Rozdział 4 Zasady stosowania norm dotyczących okresów prowadzenia pojazdów, obowiązkowych przerw w prowadzeniu i gwarantowanych okresów odpoczynku określonych rozporządzeniem nr 3820/85/EWG oraz Umową AETR 
1996_410.txt-Art. 29.;Kiedy można cofnąć zezwolenie na prowadzenie praktyki pielęgniarskiej?;Okręgowa rada pielęgniarek i położnych cofa zezwolenie na prowadzenie indywidualnej praktyki wykonywanej przez pielęgniarkę, położną, w razie: 1) pozbawienia prawa wykonywania zawodu pielęgniarki, położnej, 2) zawieszenia prawa wykonywania zawodu pielęgniarki, położnej, 3) zrzeczenia się przez pielęgniarkę, położną prawa wykonywania zawodu, 4) skreślenia pielęgniarki, położnej z listy członków okręgowej izby pielęgniarek i położnych, 5) zgonu pielęgniarki, położnej, 6) rezygnacji z prowadzenia indywidualnej praktyki, 7) nie spełniania wymogów określonych w art. 26 ust. 1. 
1998_602.txt-Art. 22.;Kto określa pracę komisji wyborczych?;1. Państwowa Komisja Wyborcza ustala w regulaminie sposób wykonania swoich zadań wynikających z niniejszej ustawy oraz określa tryb pracy wojewódzkich komisarzy wyborczych i ich zastępców, w tym sposób sprawowania przez nich nadzoru nad przestrzeganiem prawa wyborczego. 2. Państwowa Komisja Wyborcza ustala regulaminy terytorialnych i obwodowych komisji wyborczych , określając w nich w szczególności tryb pracy komisji oraz sposób wykonania zadań. 3. Minister właściwy do spraw administracji publicznej w drodze rozporządzenia, po zasięgnięciu opinii Państwowej Komisji Wyborczej może określić zasady i tryb wykorzystywania elektronicznego systemu przesyłania i przetwarzania danych o wynikach głosowania i wynikach wyborów. 
2001_1229.txt-Art. 41.;Czy ścieki mogą zawierach DDT?;1. Ścieki wprowadzane do wód lub do ziemi w ramach zwykłego albo szczególnego korzystania z wód, oczyszczone w stopniu wymaganym przepisami ustawy, nie mogą: 1) zawierać: a) odpadów oraz zanieczyszczeń pływających, b) dwuchloro-dwufenylo-trójchloroetanu (DDT), wielopierścieniowych chlorowanych dwufenyli (PCB) oraz wielopierścieniowych chlorowanych trójfenyli (PCT), c) chorobotwórczych drobnoustrojów pochodzących z obiektów, w których leczeni są chorzy na choroby zakaźne, 2) powodować w tych wodach: a) zmian w naturalnej, charakterystycznej dla nich biocenozie, b) zmian naturalnej mętności, barwy, zapachu, c) formowania się osadów lub piany. 2. Zabrania się rozcieńczania ścieków wodą w celu uzyskania ich stanu oraz składu zgodnego z przepisami. 
2001_763.txt-Art. 50.;Z czego finansowany samorząd izby psychologów?;Działalność samorządu jest finansowana: 1) ze składek psychologów i psychologów - stażystów, 2) z działalności gospodarczej, 3) z innych źródeł, a w szczególności z zapisów, darowizn, dotacji, grantów. Rozdział 7 Regionalne Izby Psychologów 
2004_2784.txt-Art. 9.;Jakie sa zadania Krajowego Administratora?;"1. Systemem administruje Krajowy Administrator Systemu Handlu Uprawnieniami do Emisji, zwany dalej ""Krajowym Administratorem"". 2. Do zadań Krajowego Administratora należy: 1) prowadzenie Krajowego Rejestru Uprawnień do Emisji; 2) prowadzenie bazy danych zawierającej informacje o instalacjach objętych systemem niezbędne do opracowania krajowego planu rozdział uprawnień do emisji; 3) monitorowanie funkcjonowania systemu, w tym przeprowadzanie przeglądów, analiz i ocen jego funkcjonowania; 4) opracowywanie projektów krajowych planów rozdziału uprawnień do emisji; 5) udostępnianie projektów krajowych planów rozdziału uprawnień do emisji do konsultacji społecznych; 6) opracowywanie raportów dotyczących systemu; 7) monitorowanie działań związanych z realizacją projektów wspólnych wdrożeń i mechanizmu czystego rozwoju; 8) udzielanie wyjaśnień, opracowywanie materiałów informacyjnych oraz prowadzenie szkoleń dotyczących funkcjonowania systemu. 3. Nadzór nad Krajowym Administratorem sprawuje minister właściwy do spraw środowiska. 4. Minister właściwy do spraw środowiska, biorąc pod uwagę możliwość realizacji zadań, o których mowa w ust. 2, wyznacza, w drodze rozporządzenia, Krajowego Administratora. Rozdział 3 Krajowy Rejestr Uprawnień do Emisji "
2004_2784.txt-Art. 48.;Jakie sa zadania Krajowego Administratora?;Po otrzymaniu zweryfikowanych rocznych raportów Krajowy Administrator dokonuje, do dnia 30 kwietnia, wpisów do Krajowego Rejestru. 
2001_1545.txt-Art. 72.;Jakie zadania ma kapitan statku w przypadku popełnienia przestępstwa?;§ 1. W przypadku popełnienia na statku przestępstwa kapitan obowiązany jest sporządzić szczegółowe zawiadomienie o popełnieniu przestępstwa, przedsięwziąć odpowiednie środki dla zapobieżenia uchyleniu się osoby podejrzanej o popełnienie przestępstwa od odpowiedzialności karnej, zabezpieczyć dowody i stosownie do okoliczności przekazać osobę podejrzaną o popełnienie przestępstwa wraz z zawiadomieniem o przestępstwie właściwemu organowi w pierwszym porcie polskim, do którego statek zawinął, lub polskiej jednostce pływającej Marynarki Wojennej, Straży Granicznej lub Policji. § 2. Minister właściwy do spraw gospodarki morskiej, w porozumieniu z Ministrem Sprawiedliwości i ministrem właściwym do spraw zagranicznych, określi, w drodze rozporządzenia, tryb postępowania kapitana odnośnie osób podejrzanych o popełnienie przestępstw przeciwko bezpieczeństwu żeglugi morskiej i sposoby przekazywania informacji oraz dowodów odnoszących się do takich przestępstw władzom innych państw, uwzględniając umowy międzynarodowe, których Rzeczpospolita Polska jest stroną. TYTUŁ IV Prawa rzeczowe Dział I Własność statku 
1997_926.txt-Art. 286.;Jakie są obowiązki kontrolowanego?;§ 1. Kontrolowany, osoba upoważniona do reprezentowania lub prowadzenia spraw kontrolowanego, pracownik oraz osoba współdziałająca z kontrolowanym są obowiązani umożliwić wykonywanie czynności, o których mowa w art. 284. § 2. Kontrolowany jest obowiązany udzielać wszelkich wyjaśnień dotyczących przedmiotu kontroli. § 3. Osoby upoważnione do reprezentowania lub prowadzenia spraw kontrolowanego, pracownicy oraz osoby współdziałające z kontrolowanym są obowiązani udzielać wyjaśnień dotyczących przedmiotu kontroli, wynikających z zakresu wykonywanych czynności lub zadań. 
