passage_id,question,passage
1997_555_221.txt,"W jakim przypadku policja może dokonać przeszukania pomieszczeń w domu?","Art. 221. § 1. Przeszukania zamieszkałych pomieszczeń można dokonać w porze nocnej tylko w wypadkach nie cierpiących zwłoki; za porę nocną uważa się czas od godziny 22 do godziny 6. § 2. Przeszukanie rozpoczęte za dnia można prowadzić nadal mimo nastania pory nocnej. § 3. W porze nocnej można przeszukać lokale dostępne w tym czasie dla nieokreślonej liczby osób albo służące do przechowywania przedmiotów."
2001_1368_165.txt,"Czy poręczenia od Skarbu Państwa są bezterminowe?","Art. 165. § 1. Wydane w formie dokumentu papiery wartościowe zajęte w celu zabezpieczenia należności pieniężnych podlegają złożeniu do depozytu organu egzekucyjnego. § 2. Zajęte pieniądze w celu zabezpieczenia wpłaca się na wydzielony oprocentowany rachunek bankowy organu egzekucyjnego z oprocentowaniem udzielonym przez bank dla wkładów wypłacanych na każde żądanie, z zastrzeżeniem § 3. § 3. Jeżeli z okoliczności sprawy wynika, że zabezpieczenie trwać będzie dłużej niż 3 miesiące, zajęte pieniądze, na wniosek zobowiązanego, wpłaca się na rachunek lokaty terminowej. § 4. Zajęta wierzytelność po nadejściu terminu jej płatności przez dłużnika tej wierzytelności zrealizowana jest w celu zabezpieczenia przez przekazanie jej na rachunek, o którym mowa w § 2. Tak samo przekazywane są zajęte w celu zabezpieczenia wynagrodzenia za pracę i inne należności płatne w przyszłości, bez ponawiania ich zajęcia aż do wysokości należności zabezpieczonej."
2001_1450_41.txt,"Jakie obowiązki ma pracownik nadzorujący czynności kontrolne?","Art. 41. 1. Kontroler jest obowiązany zachować w tajemnicy informacje, które uzyskał w związku z wykonywaniem czynności służbowych. 2. Obowiązek zachowania tajemnicy trwa również po ustaniu zatrudnienia."
1994_195_49.txt,"Co się stanie jeżeli nie zostanie uiszczona opłata dla wniosku patentowego?","Art. 49. 1. Jeżeli Urząd Patentowy stwierdzi brak ustawowych warunków wymaganych do uzyskania patentu, wydaje, z zastrzeżeniem ust. 2, decyzję o odmowie jego udzielenia. 2. Przed wydaniem decyzji, o której mowa w ust. 1, Urząd Patentowy wyznacza zgłaszającemu termin do zajęcia stanowiska co do zebranych dowodów i materiałów mogących świadczyć o istnieniu przeszkód do uzyskania patentu. Dowody i materiały mogą wykraczać poza wykaz objęty sprawozdaniem o stanie techniki."
1996_465_329.txt,"Na jakiej wartości akcje dzieli się kapitał spółki akcyjnej?","Art. 329. §1. Akcjonariusz obowiązany jest do wniesienia pełnego wkładu na akcje. §2. Wpłaty powinny być dokonane równomiernie na wszystkie akcje. §3. Wpłaty na akcje powinny być dokonane, bezpośrednio lub za pośrednictwem domu maklerskiego, na rachunek spółki prowadzony przez bank w Rzeczpospolitej Polskiej."
1995_618_36.txt,"Jakiej karze podlega armator, który wykonuje rybołówstwo morskie w polskich obszarach morskich, z naruszeniem przepisów ustawy?","Art. 36. 1. Armatorowi, z którego statku podczas przebywania w polskich obszarach morskich dokonano, z naruszeniem przepisów ustawy, zanieczyszczenia środowiska morskiego, w związku z eksploatacją statku lub zatopieniem w morzu odpadów i innych substancji - wymierza się karę pieniężną o równowartości do 1 000 000 jednostek obliczeniowych, zwanych Specjalnym Prawem Ciągnienia (SDR), określanych przez Międzynarodowy Fundusz Walutowy. 2. Karze, o której mowa w ust. 1, podlega armator statku o polskiej przynależności, z którego dokonano, z naruszeniem przepisów ustawy, zanieczyszczenia środowiska morskiego poza polskimi obszarami morskimi, w związku z eksploatacją statku lub zatopieniem w morzu odpadów albo innych substancji, bez wymaganego zezwolenia lub wbrew jego warunkom."
2001_1353_11.txt,"Czy żołnierze Żandarmerii Wojskowej mogą uniemożliwiać ich identyfikację podczas wykonywania operacyjno-rozpoznawcze?","Art. 11. 1. Żołnierze Żandarmerii Wojskowej podczas wykonywania czynności służbowych są obowiązani: 1) nosić mundury, 2) mieć przy sobie legitymację żołnierza Żandarmerii Wojskowej, 3) mieć przy sobie odznakę identyfikacyjną żołnierza Żandarmerii Wojskowej. 2. Przepisu ust. 1 nie stosuje się przy wykonywaniu czynności operacyjnorozpoznawczych, o których mowa w art. 40 ust. 2."
1997_555_220.txt,"W jakim przypadku policja może dokonać przeszukania pomieszczeń w domu?","Art. 220. § 1. Przeszukania może dokonać prokurator albo na polecenie sądu lub prokuratora Policja, a w wypadkach wskazanych w ustawie - także inny organ. § 2. Postanowienie sądu lub prokuratora należy okazać osobie, u której przeszukanie ma być przeprowadzone. § 3. W wypadkach nie cierpiących zwłoki, jeżeli postanowienie sądu lub prokuratora nie mogło być wydane, stosuje się odpowiednio art. 217 § 3."
2000_1319_58.txt,"W jakim przypadku policja może dokonać przeszukania pomieszczeń w domu?","Art. 58. 1. Kontrolujący w toku kontroli może również dokonać przeszukania pomieszczeń lub rzeczy, za zgodą sądu antymonopolowego, udzieloną na wniosek Prezesa Urzędu. Przy przeszukaniu kontrolujący może korzystać z pomocy funkcjonariuszy innych organów kontroli państwowej lub Policji z jednostki właściwej ze względu na siedzibę przedsiębiorcy. 2. Sąd antymonopolowy wydaje w ciągu 48 godzin postanowienie w sprawie, o której mowa w ust. 1. Na postanowienie sądu antymonopolowego nie przysługuje zażalenie. 3. Policja, na polecenie Prezesa Urzędu, wykonuje czynności, o których mowa w ust. 1. 4. W sprawach nieuregulowanych w ustawie stosuje się przepisy Kodeksu postępowania karnego o przeszukaniu."
1997_348_66.txt,"Jakim warunkom powinny odpowiadać przekazywane gminie urządzenia wodociągowe?","Art. 66. 1. Osoby fizyczne, prawne bądź inne jednostki organizacyjne nie posiadające osobowości prawnej, które do dnia wejścia w życie ustawy wybudowały z własnych środków instalacje lub urządzenia mogące stanowić element sieci i są ich właścicielami bądź użytkownikami, mogą, w terminie dwóch lat od dnia wejścia w życie ustawy, przekazać odpłatnie, na warunkach uzgodnionych przez strony, te instalacje lub urządzenia przedsiębiorstwu energetycznemu, które uzyska koncesję na dystrybucję paliw i energii. 2. Przekazywane instalacje i urządzenia, o których mowa w ust. 1, powinny odpowiadać warunkom technicznym określonym w przepisach. Koszty doprowadzenia tych instalacji i urządzeń do stanu spełniającego wymagane warunki pokrywa osoba lub jednostka przekazująca."
1994_195_281.txt,"Kto wchodzi w skład kolegium doradczego wojewody?","Art. 281. 1. Przewodniczącego kolegium i członków składu kolegium wyznacza Przewodniczący Wydziału Spraw Spornych. 2. W skład kolegium oprócz przewodniczącego kolegium wchodzą jako jego członkowie: jeden ekspert wyznaczony z listy ustalonej przez Prezesa Urzędu Patentowego oraz jeden przedstawiciel organizacji, o których mowa w art. 9, wyznaczony z listy przedstawicieli, uzgodnionej z Prezesem Urzędu Patentowego przez te organizacje. 3. Jeżeli wyznaczono kolegium pięcioosobowe, oprócz przewodniczącego kolegium w jego skład wchodzi po dwóch członków z każdej z list, o których mowa w ust. 2. 4. Przedstawicielem organizacji, o którym mowa w ust. 2, nie może być czynny zawodowo rzecznik patentowy."
2003_1750_147.txt,"Co jaki okres funkcjonariusze podlegają opiniowaniu służbowemu?","Art. 147. 1. W razie ogłoszenia mobilizacji, ogłoszenia stanu wojennego i w czasie wojny żołnierze zawodowi i żołnierze pełniący służbę kandydacką podlegają opiniowaniu specjalnemu. 2. Opinię specjalną sporządza się: 1) na zakończenie szkolenia trwającego co najmniej jeden miesiąc; 2) w przypadku niewywiązywania się z obowiązków służbowych na zajmowanym stanowisku służbowym; 3) w razie wystąpienia o opinię przez sąd, prokuratora, Żandarmerię Wojskową lub Wojskowe Służby Informacyjne; 4) na żądanie dowódcy jednostki wojskowej zajmującego stanowisko służbowe nie niższe niż dowódca pułku (równorzędne); 5) na zarządzenie szefa organu kadrowego szczebla co najmniej dowódcy rodzaju Sił Zbrojnych; 6) w przypadku zwolnienia żołnierza zawodowego z zawodowej służby wojskowej."
1997_491_9.txt,"Co zawiera rejestr grup?","Art. 9. 1. Rejestr grup prowadzi wojewoda. 2. Rejestr grup zawiera: 1) nazwę i siedzibę grupy, 2) datę wydania decyzji administracyjnej, o której mowa w art. 7 ust. 1, 3) nazwę produktu lub grupy produktów, ze względu na które grupa otrzymała decyzję, 4) dane osób upoważnionych do reprezentowania grupy zgodnie z jej aktem założycielskim. 3. Rejestr jest jawny. 4. Grupa jest obowiązana do informowania wojewody o każdej zmianie danych zawartych w rejestrze."
2000_1319_77.txt,"Co się stanie jeżeli nie zostanie uiszczona opłata dla wniosku patentowego?","Art. 77. 1. Od wniosków o wszczęcie postępowania antymonopolowego przed Prezesem Urzędu przedsiębiorcy i związki przedsiębiorców uiszczają opłaty. 2. Jeżeli wraz ze złożonym wnioskiem nie zostanie uiszczona opłata, Prezes Urzędu wzywa wnioskodawcę do uiszczenia opłaty w terminie 7 dni, z pouczeniem, że nieuiszczenie opłaty spowoduje pozostawienie wniosku bez rozpatrzenia. 3. Postępowanie antymonopolowe może być wszczęte mimo nieuiszczenia opłaty, jeżeli przemawiają za tym ważne względy dotyczące ochrony konkurencji lub interesów konsumentów. 4. W przypadku, o którym mowa w ust. 3, opłaty podlegają ściągnięciu w trybie przepisów o postępowaniu egzekucyjnym w administracji. 5. Prezes Urzędu, w razie niewątpliwej niemożności poniesienia opłaty przez przedsiębiorcę, w szczególności będącego osobą fizyczną, lub przez związek przedsiębiorców, może zwolnić go w części lub w całości od tej opłaty, na jego wniosek. 6. Prezes Rady Ministrów określa, w drodze rozporządzenia, wysokość opłat, o których mowa w ust. 1, oraz tryb ich uiszczania, a w szczególności wysokość stawek, z uwzględnieniem podziału na wnioski w sprawach praktyk ograniczających konkurencję oraz koncentracji, a także sposób uiszczania opłat."
2004_879_14.txt,"Jaki jest tygodniowy odpoczynek kierowcy?","Art. 14. 1. W każdej dobie kierowcy przysługuje prawo do co najmniej 11 godzin nieprzerwanego odpoczynku. Dobowy odpoczynek może być wykorzystany w pojeździe, jeżeli pojazd znajduje się na postoju i jest wyposażony w miejsce do spania. 2. W każdym tygodniu kierowcy przysługuje prawo do co najmniej 35 godzin nieprzerwanego odpoczynku. Tygodniowy nieprzerwany odpoczynek obejmuje odpoczynek dobowy, o którym mowa w ust. 1, przypadający w dniu, w którym kierowca rozpoczął odpoczynek tygodniowy."
2000_1319_49.txt,"Co robi sąd po wysłuchaniu głosów stron?","Art. 49. 1. W sprawach wymagających wiadomości specjalnych Prezes Urzędu, po wysłuchaniu wniosków stron co do liczby biegłych i ich wyboru, może wezwać jednego lub kilku biegłych w celu zasięgnięcia ich opinii. 2. Biegłym, w rozumieniu ust. 1, może być również osoba prawna wyspecjalizowana w danej dziedzinie."
1997_735_80.txt,"Co robi sąd po wysłuchaniu głosów stron?","Art. 80. Rozprawę przerwaną lub odroczoną prowadzi się w dalszym ciągu, chociażby skład sądu uległ zmianie, chyba, że sąd po wysłuchaniu stron obecnych postanowi inaczej."
1997_926_322.txt,"W jakiej formie wydawana jest zgoda na pobieranie opłat przez urząd skarbowy?","Art. 322. W ustawie z dnia 10 grudnia 1993 r. o finansowaniu gmin (Dz.U. Nr 129, poz. 600, z 1994 r. Nr 105, poz. 509, z 1995 r. Nr 124, poz. 601 i Nr 154, poz. 794 oraz z 1996 r. Nr 149, poz. 704 i Nr 156, poz. 774) w art. 10 wprowadza się następujące zmiany: 1) ust. 2 otrzymuje brzmienie: "2. W zakresie podatków i opłat stanowiących dochody gmin, a pobieranych przez urząd skarbowy, urząd ten udziela ulg, odroczeń, umorzeń, stosuje zaniechanie poboru podatków oraz zwalnia płatnika z obowiązku pobrania oraz wpłaty podatku lub zaliczek na podatek wyłącznie na wniosek lub za zgodą zarządu gminy."; 2) po ust. 2 dodaje się ust. 2a w brzmieniu: "2a. Wniosek lub zgoda, o których mowa w ust. 2, wydawane są w drodze postanowienia."; 3) w ust. 4 po wyrazie "podjętych" dodaje się wyrazy "przez organy podatkowe"."
2000_230_2.txt,"Kto wybiera przewodniczącego Rady Krajowego Związku Kas?","Art. 2. Pierwsze posiedzenie Rady Krajowego Związku Kas Chorych pierwszej kadencji zwołuje minister właściwy do spraw zdrowia w terminie do dnia 31 marca 2000 r. Minister właściwy do spraw zdrowia przewodniczy posiedzeniu do czasu wyboru przewodniczącego Rady Krajowego Związku Kas Chorych."
1996_465_474.txt,"Na jakiej wartości akcje dzieli się kapitał spółki akcyjnej?","Art. 474. §1. Podział między akcjonariuszy majątku pozostałego po zaspokojeniu lub zabezpieczeniu wierzycieli nie może nastąpić przed upływem roku od dnia ostatniego ogłoszenia o otwarciu likwidacji i wezwaniu wierzycieli. §2. Majątek, o którym mowa w 1, dzieli się między akcjonariuszy w stosunku do dokonanych przez każdego z nich wpłat na kapitał zakładowy. §3. Jeżeli akcje uprzywilejowane korzystają z prawa pierwszeństwa przy podziale majątku, należy przede wszystkim spłacić akcje uprzywilejowane w granicach sum wpłaconych na każdą z nich, a następnie spłacić w ten sam sposób akcje zwykłe; nadwyżka majątku zostanie podzielona na ogólnych zasadach między wszystkie akcje. §4. Statut może określać inne zasady podziału majątku."
